StartOfMonth,Season,State,Average State Income,Contact Method,Age Group,Gender,Scam Category,Scam Type,Amount_lost,Number_of_reports
1/4/2024,Autumn,Victoria,1882,Text message,18 - 24,Female,Attempts to gain your personal information,Phishing,,4
1/4/2024,Autumn,South Australia,1776.9,Text message,65 and over,Female,Unexpected winnings,"Travel, prizes and lottery",,1
1/3/2024,Autumn,Queensland,1901,Text message,35 - 44,Female,Buying or selling,Classified,,1
1/1/2024,Summer,New South Wales,1935.7,Internet,65 and over,Male,Threats and extortion,Ransomware and malware,,1
1/5/2024,Autumn,Queensland,1901,Social media/Online forums,18 - 24,Female,Investment,Investment,,3
1/3/2024,Autumn,Western Australia,2094.3,Email,25 - 34,Male,Unexpected winnings,"Travel, prizes and lottery",,1
1/4/2024,Autumn,South Australia,1776.9,Text message,65 and over,Male,Attempts to gain your personal information,Remote access,,1
1/5/2024,Autumn,Victoria,1882,Phone call,55 - 64,Female,Attempts to gain your personal information,Hacking,,5
1/6/2024,Winter,Victoria,1882,Phone call,45 - 54,Female,Attempts to gain your personal information,Identity theft,,2
1/2/2024,Summer,Tasmania,1710.8,Email,55 - 64,Male,Attempts to gain your personal information,Identity theft,,2
1/5/2024,Autumn,Victoria,1882,Email,18 - 24,Male,Buying or selling,Classified,,2
1/2/2024,Summer,Victoria,1882,Mail,18 - 24,Female,Threats and extortion,"Threats to life, arrest or other",,1
1/3/2024,Autumn,South Australia,1776.9,Email,65 and over,Male,Unexpected money,inheritance and unexpected money,,3
1/3/2024,Autumn,Queensland,1901,Social media/Online forums,45 - 54,Female,Other,Other,,2
1/1/2024,Summer,Victoria,1882,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,,1
1/2/2024,Summer,Victoria,1882,Internet,18 - 24,Female,Other,Other,,1
1/2/2024,Summer,Australian Capital Territory,2126.5,Email,65 and over,Female,Attempts to gain your personal information,Identity theft,,3
1/5/2024,Autumn,South Australia,1776.9,Text message,18 - 24,Male,Attempts to gain your personal information,Phishing,,1
1/4/2024,Autumn,Queensland,1901,Text message,45 - 54,Female,Threats and extortion,Ransomware and malware,,2
1/4/2024,Autumn,Australian Capital Territory,2126.5,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access,,1
1/5/2024,Autumn,Queensland,1901,Social media/Online forums,Under 18,Male,Attempts to gain your personal information,Identity theft,,1
1/1/2024,Summer,Western Australia,2094.3,Mobile apps,55 - 64,Male,Attempts to gain your personal information,Phishing,,1
1/6/2024,Winter,Victoria,1882,Phone call,45 - 54,Male,Attempts to gain your personal information,Hacking,,1
1/4/2024,Autumn,Queensland,1901,Email,25 - 34,Female,Buying or selling,Overpayment,,1
1/5/2024,Autumn,New South Wales,1935.7,Mobile apps,35 - 44,Female,Threats and extortion,"Threats to life, arrest or other",,1
1/6/2024,Winter,Queensland,1901,Phone call,25 - 34,Male,Buying or selling,Online shopping,,1
1/2/2024,Summer,Victoria,1882,Text message,45 - 54,Female,Attempts to gain your personal information,Hacking,,3
1/1/2024,Summer,Western Australia,2094.3,Phone call,55 - 64,Female,Attempts to gain your personal information,Hacking,,2
1/6/2024,Winter,Northern Territory,1845.8,Internet,35 - 44,Female,Buying or selling,Online shopping,,1
1/4/2024,Autumn,New South Wales,1935.7,Email,55 - 64,Female,Threats and extortion,"Threats to life, arrest or other",,3
1/1/2024,Summer,Australian Capital Territory,2126.5,Phone call,55 - 64,Male,Attempts to gain your personal information,Remote access,,3
1/4/2024,Autumn,New South Wales,1935.7,Text message,Under 18,Female,Attempts to gain your personal information,Phishing,,2
1/2/2024,Summer,Western Australia,2094.3,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,,1
1/4/2024,Autumn,Victoria,1882,Email,35 - 44,Female,Fake charities,Fake charity,,1
1/2/2024,Summer,Australian Capital Territory,2126.5,Social media/Online forums,55 - 64,Female,Other,Other,,1
1/4/2024,Autumn,Victoria,1882,Text message,35 - 44,Male,Attempts to gain your personal information,Remote access,,1
1/4/2024,Autumn,Victoria,1882,Social media/Online forums,25 - 34,Female,Investment,Investment,,1
1/2/2024,Summer,Victoria,1882,Text message,18 - 24,Female,Buying or selling,False billing,,2
1/5/2024,Autumn,Tasmania,1710.8,Phone call,65 and over,Female,Other,Other,,2
1/6/2024,Winter,New South Wales,1935.7,Email,55 - 64,Male,Threats and extortion,"Threats to life, arrest or other",,1
1/4/2024,Autumn,New South Wales,1935.7,Phone call,65 and over,Female,Buying or selling,Health and medical products,,2
1/2/2024,Summer,Queensland,1901,Social media/Online forums,18 - 24,Female,Buying or selling,Online shopping,,3
1/1/2024,Summer,Western Australia,2094.3,Email,18 - 24,Female,Attempts to gain your personal information,Hacking,,1
1/5/2024,Autumn,New South Wales,1935.7,Email,65 and over,Female,Investment,Investment,,2
1/6/2024,Winter,New South Wales,1935.7,Phone call,45 - 54,Female,Unexpected money,Rebate,,1
1/1/2024,Summer,Victoria,1882,Phone call,35 - 44,Male,Attempts to gain your personal information,Hacking,,2
1/1/2024,Summer,Western Australia,2094.3,Internet,45 - 54,Male,Investment,Investment,,2
1/4/2024,Autumn,New South Wales,1935.7,Email,65 and over,Female,Unexpected money,inheritance and unexpected money,,4
1/1/2024,Summer,New South Wales,1935.7,Phone call,18 - 24,Male,Other,Other,,2
1/3/2024,Autumn,New South Wales,1935.7,Text message,65 and over,Male,Attempts to gain your personal information,Remote access,,6
1/5/2024,Autumn,Northern Territory,1845.8,Phone call,65 and over,Female,Attempts to gain your personal information,Identity theft,,1
1/4/2024,Autumn,Queensland,1901,Mobile apps,25 - 34,Male,Investment,Investment,,2
1/5/2024,Autumn,Victoria,1882,Text message,35 - 44,Male,Buying or selling,Classified,,1
1/4/2024,Autumn,Queensland,1901,Text message,18 - 24,Female,Other,Other,,3
1/1/2024,Summer,Tasmania,1710.8,Email,65 and over,Female,Attempts to gain your personal information,Hacking,,2
1/6/2024,Winter,Victoria,1882,Phone call,25 - 34,Female,Attempts to gain your personal information,Remote access,,1
1/4/2024,Autumn,Western Australia,2094.3,Text message,25 - 34,Male,Attempts to gain your personal information,Phishing,,9
1/5/2024,Autumn,Australian Capital Territory,2126.5,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,,4
1/3/2024,Autumn,South Australia,1776.9,Email,55 - 64,Female,Attempts to gain your personal information,Hacking,,2
1/5/2024,Autumn,South Australia,1776.9,Phone call,45 - 54,Female,Attempts to gain your personal information,Phishing,,3
1/4/2024,Autumn,South Australia,1776.9,Phone call,35 - 44,Female,Attempts to gain your personal information,Identity theft,,1
1/1/2024,Summer,Northern Territory,1845.8,Email,45 - 54,Female,Attempts to gain your personal information,Phishing,,1
1/4/2024,Autumn,New South Wales,1935.7,Email,65 and over,Male,Dating and romance,Dating and romance,,7
1/6/2024,Winter,Western Australia,2094.3,Email,55 - 64,Female,Buying or selling,False billing,,7
1/5/2024,Autumn,South Australia,1776.9,Phone call,65 and over,Female,Fake charities,Fake charity,,1
1/1/2024,Summer,Victoria,1882,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Phishing,,1
1/2/2024,Summer,Western Australia,2094.3,Phone call,65 and over,Female,Fake charities,Fake charity,,1
1/6/2024,Winter,Victoria,1882,Email,45 - 54,Female,Unexpected winnings,"Travel, prizes and lottery",,1
1/1/2024,Summer,New South Wales,1935.7,Mail,55 - 64,Male,Attempts to gain your personal information,Phishing,,2
1/5/2024,Autumn,Western Australia,2094.3,Phone call,45 - 54,Male,Investment,Investment,,1
1/2/2024,Summer,Queensland,1901,Email,55 - 64,Male,Fake charities,Fake charity,,1
1/3/2024,Autumn,Queensland,1901,Text message,18 - 24,Male,Buying or selling,Online shopping,,1
1/2/2024,Summer,New South Wales,1935.7,Text message,65 and over,Female,Unexpected money,Rebate,,4
1/3/2024,Autumn,Queensland,1901,Internet,45 - 54,Female,Attempts to gain your personal information,Identity theft,,1
1/1/2024,Summer,New South Wales,1935.7,Phone call,45 - 54,Female,Attempts to gain your personal information,Identity theft,,2
1/4/2024,Autumn,Western Australia,2094.3,Phone call,55 - 64,Male,Threats and extortion,"Threats to life, arrest or other",,1
1/1/2024,Summer,Queensland,1901,Phone call,55 - 64,Female,Attempts to gain your personal information,Hacking,,6
1/5/2024,Autumn,Queensland,1901,Phone call,65 and over,Female,Threats and extortion,"Threats to life, arrest or other",,1
1/6/2024,Winter,Queensland,1901,Internet,45 - 54,Female,Investment,Investment,,1
1/3/2024,Autumn,Victoria,1882,Phone call,65 and over,Male,Buying or selling,Mobile premium services,,3
1/2/2024,Summer,Northern Territory,1845.8,Email,55 - 64,Male,Attempts to gain your personal information,Phishing,,1
1/1/2024,Summer,Queensland,1901,Email,55 - 64,Female,Buying or selling,Overpayment,,2
1/1/2024,Summer,Victoria,1882,Social media/Online forums,65 and over,Female,Buying or selling,Online shopping,,5
1/1/2024,Summer,Western Australia,2094.3,Social media/Online forums,25 - 34,Female,Buying or selling,Health and medical products,,1
1/1/2024,Summer,Australian Capital Territory,2126.5,Text message,25 - 34,Male,Buying or selling,Online shopping,,2
1/3/2024,Autumn,Queensland,1901,Phone call,65 and over,Female,Attempts to gain your personal information,Hacking,,3
1/2/2024,Summer,Queensland,1901,Internet,25 - 34,Male,Investment,Investment,,2
1/5/2024,Autumn,Queensland,1901,Internet,65 and over,Female,Investment,Investment,,1
1/1/2024,Summer,Queensland,1901,Email,25 - 34,Male,Threats and extortion,Ransomware and malware,,1
1/1/2024,Summer,New South Wales,1935.7,Phone call,55 - 64,Male,Attempts to gain your personal information,Identity theft,,5
1/1/2024,Summer,Victoria,1882,Phone call,45 - 54,Male,Attempts to gain your personal information,Hacking,,2
1/4/2024,Autumn,Victoria,1882,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,,1
1/1/2024,Summer,Victoria,1882,Phone call,65 and over,Male,Buying or selling,Online shopping,,1
1/5/2024,Autumn,Victoria,1882,Phone call,35 - 44,Female,Buying or selling,Overpayment,,2
1/1/2024,Summer,Northern Territory,1845.8,Social media/Online forums,35 - 44,Female,Buying or selling,Classified,,1
1/1/2024,Summer,Victoria,1882,Text message,35 - 44,Female,Unexpected winnings,"Travel, prizes and lottery",,1
1/2/2024,Summer,South Australia,1776.9,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access,,4
1/3/2024,Autumn,South Australia,1776.9,Text message,55 - 64,Male,Other,Other,,2
1/5/2024,Autumn,South Australia,1776.9,Email,25 - 34,Male,Other,Other,,1
1/3/2024,Autumn,Western Australia,2094.3,Text message,65 and over,Male,Unexpected money,Rebate,,2
1/6/2024,Winter,New South Wales,1935.7,Mail,25 - 34,Female,Unexpected winnings,"Travel, prizes and lottery",,1
1/3/2024,Autumn,South Australia,1776.9,Email,18 - 24,Female,Buying or selling,False billing,,4
1/2/2024,Summer,Victoria,1882,Text message,45 - 54,Male,Dating and romance,Dating and romance,,1
1/1/2024,Summer,New South Wales,1935.7,Social media/Online forums,65 and over,Female,Other,Other,,2
1/4/2024,Autumn,Western Australia,2094.3,Phone call,35 - 44,Female,Buying or selling,Mobile premium services,,2
1/1/2024,Summer,South Australia,1776.9,Email,18 - 24,Male,Attempts to gain your personal information,Phishing,,2
1/3/2024,Autumn,Australian Capital Territory,2126.5,Email,18 - 24,Female,Unexpected winnings,"Travel, prizes and lottery",,1
1/2/2024,Summer,Tasmania,1710.8,Text message,65 and over,Female,Unexpected money,Rebate,,2
1/2/2024,Summer,New South Wales,1935.7,Text message,55 - 64,Female,Unexpected money,Rebate,,3
1/2/2024,Summer,Tasmania,1710.8,Phone call,65 and over,Male,Buying or selling,Overpayment,,1
1/6/2024,Winter,Queensland,1901,Email,65 and over,Female,Investment,Betting and sports investment,,1
1/4/2024,Autumn,New South Wales,1935.7,In person,35 - 44,Male,Other,Other,,1
1/4/2024,Autumn,Victoria,1882,Text message,Under 18,Male,Attempts to gain your personal information,Phishing,,2
1/4/2024,Autumn,Western Australia,2094.3,Phone call,35 - 44,Male,Attempts to gain your personal information,Phishing,,4
1/5/2024,Autumn,Tasmania,1710.8,Social media/Online forums,25 - 34,Male,Buying or selling,Classified,,2
1/5/2024,Autumn,South Australia,1776.9,Email,35 - 44,Female,Jobs and employment,Jobs and employment,,1
1/4/2024,Autumn,Queensland,1901,Email,65 and over,Male,Buying or selling,Overpayment,,2
1/4/2024,Autumn,Australian Capital Territory,2126.5,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Phishing,,1
1/3/2024,Autumn,Australian Capital Territory,2126.5,Phone call,35 - 44,Female,Buying or selling,False billing,,1
1/5/2024,Autumn,Victoria,1882,Internet,45 - 54,Male,Attempts to gain your personal information,Phishing,,1
1/6/2024,Winter,Western Australia,2094.3,Email,55 - 64,Female,Threats and extortion,"Threats to life, arrest or other",,1
1/5/2024,Autumn,New South Wales,1935.7,Text message,65 and over,Female,Unexpected money,Rebate,,7
1/2/2024,Summer,Australian Capital Territory,2126.5,Email,45 - 54,Female,Threats and extortion,"Threats to life, arrest or other",,1
1/1/2024,Summer,Queensland,1901,Phone call,18 - 24,Female,Other,Other,,2
1/2/2024,Summer,New South Wales,1935.7,In person,65 and over,Female,Other,Other,,1
1/1/2024,Summer,New South Wales,1935.7,Text message,25 - 34,Female,Attempts to gain your personal information,Hacking,,2
1/2/2024,Summer,Queensland,1901,Internet,18 - 24,Male,Attempts to gain your personal information,Hacking,,1
1/6/2024,Winter,Victoria,1882,Mobile apps,25 - 34,Male,Buying or selling,Classified,,1
1/5/2024,Autumn,New South Wales,1935.7,Phone call,45 - 54,Male,Buying or selling,False billing,,4
1/1/2024,Summer,Victoria,1882,Email,45 - 54,Male,Attempts to gain your personal information,Hacking,,1
1/6/2024,Winter,Western Australia,2094.3,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Identity theft,,1
1/1/2024,Summer,Tasmania,1710.8,Phone call,65 and over,Male,Buying or selling,False billing,,1
1/4/2024,Autumn,Victoria,1882,Phone call,55 - 64,Female,Threats and extortion,"Threats to life, arrest or other",,1
1/5/2024,Autumn,Queensland,1901,Phone call,55 - 64,Female,Threats and extortion,"Threats to life, arrest or other",,1
1/5/2024,Autumn,Tasmania,1710.8,Social media/Online forums,65 and over,Male,Attempts to gain your personal information,Phishing,,1
1/3/2024,Autumn,Victoria,1882,Internet,35 - 44,Female,Buying or selling,Health and medical products,,1
1/2/2024,Summer,New South Wales,1935.7,Internet,55 - 64,Female,Dating and romance,Dating and romance,,2
1/2/2024,Summer,Victoria,1882,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,,1
1/3/2024,Autumn,Queensland,1901,Mobile apps,25 - 34,Male,Dating and romance,Dating and romance,,2
1/1/2024,Summer,New South Wales,1935.7,Email,35 - 44,Male,Attempts to gain your personal information,Identity theft,,5
1/2/2024,Summer,New South Wales,1935.7,Text message,55 - 64,Female,Buying or selling,Mobile premium services,,1
1/5/2024,Autumn,New South Wales,1935.7,Internet,65 and over,Male,Attempts to gain your personal information,Phishing,,5
1/4/2024,Autumn,Queensland,1901,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Remote access,,3
1/2/2024,Summer,Tasmania,1710.8,Email,45 - 54,Female,Attempts to gain your personal information,Phishing,,1
1/4/2024,Autumn,Western Australia,2094.3,Text message,18 - 24,Female,Attempts to gain your personal information,Remote access,,1
1/1/2024,Summer,Queensland,1901,Internet,55 - 64,Female,Attempts to gain your personal information,Identity theft,,1
1/5/2024,Autumn,Victoria,1882,Email,65 and over,Male,Threats and extortion,Ransomware and malware,,5
1/1/2024,Summer,Tasmania,1710.8,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,,2
1/5/2024,Autumn,New South Wales,1935.7,Text message,18 - 24,Female,Attempts to gain your personal information,Hacking,,1
